gene,cluster_mean,other_mean,log2fc,pvalue,padj
SNORD35A,2.3222347829552494,1.7173472253890876,0.6048875575661619,0.011534444058588798,0.15914645322679627
MIR6739,-0.1777778006585164,-0.7775641259621361,0.5997863253036197,0.006884839176162592,0.12212675929440137
SNORD36C,-0.191889856884643,-0.7879512822948705,0.5960614254102276,0.014385919723969322,0.18077918677084895
SNORD50A,-0.4674137572411158,-1.05917973125239,0.5917659740112743,0.006458273189174558,0.11698040022527742
HW321074,0.5469030511582553,-0.04471680316137691,0.5916198543196323,0.016063630377048967,0.1915518263518255
MIR3064,6.165159193630636,5.573760198928594,0.5913989947020424,0.026670952970472353,0.25298062797591553
SNORD104,7.527053498596934,6.940414515501321,0.5866389830956127,0.0019049583108942656,0.0551035132737093
MIR5096,2.8912363602079525,2.3090288845621565,0.582207475645796,0.036015769728343555,0.2995491060806585
MIR5095,-0.09833604526041337,-0.6787687085026781,0.5804326632422647,0.005464853477604819,0.1053545924961104
SNORA21,1.9131344700725965,1.3330102218746067,0.5801242481979898,0.0009347475445371507,0.034022385568560326
SNORD110,-0.1940878894790319,-0.7740824445451018,0.5799945550660699,0.010234422800134261,0.14908899949809265
Mir_548,1.370439211513209,0.7983624381325751,0.5720767733806338,0.020696846712921064,0.22188543723317425
MIR3936,1.7807141031365523,1.2145927144996596,0.5661213886368928,0.004005284762397328,0.08792540127410635
L13714,0.9563282001826527,0.39571043760616686,0.5606177625764859,0.004163641337276944,0.08972528953224186
Y_RNA,0.7608318818578401,0.20128569736108362,0.5595461844967565,0.00620242440823972,0.11386095177631549
MIR4728,0.12875714220659737,-0.41001913554152464,0.538776277748122,0.027966843694429193,0.25984245353057106
JC221905,-1.8679487803795498,-2.4056426999626233,0.5376939195830734,0.010743246350519795,0.1531594912742695
SNORD38A,-0.10247455005424498,-0.638889624075316,0.536415074021071,0.020149094993810093,0.21836440203088078
JA611305,-1.08626959096816,-1.6223952587597739,0.536125667791614,0.0015591028612525605,0.04788229832095551
MIR7641-2,-1.9909186345052534,-2.5193313447021843,0.5284127101969309,0.0033400319020348073,0.0784551633609622
Mir_324,1.409615682618231,0.8814554092776361,0.5281602733405948,0.032030997826987824,0.2792182809501637
MIR5588,-1.1702251049416503,-1.6931012859343026,0.5228761809926523,0.013584456203577015,0.1753168285310796
MIR1254-1,-0.5274844561200249,-1.0365835831458923,0.5090991270258673,0.005161810819589343,0.10162996514342525
SNORA45,-0.843503683294047,-1.3496519622970888,0.5061482790030418,0.0006537573573675454,0.027048553398323443
RNY1,-0.9993820235087796,-1.505488499031661,0.5061064755228815,0.0020790889733467866,0.058337346511225976
DQ585299,5.924372388406586,5.420791628198662,0.5035807602079236,0.0030468220864469297,0.0741057239544401
MIR7112-2,-1.5546324430007377,-2.0553422545127313,0.5007098115119937,0.005523666685088547,0.10615689429343586
MIR6748,0.544726564129274,0.04454305360242658,0.5001835105268474,0.03311251506956274,0.2854001054515649
SNORA77,-0.6717495520342147,-1.1645277155131095,0.4927781634788948,0.0028266603642251448,0.07058646613414976
DL492006,3.855301960860709,3.363231361528997,0.49207059933171227,0.022288696771905,0.23118666444232025
SNORA27,0.3521936413999163,-0.13709355418427452,0.48928719558419087,0.00856795283759919,0.13396649662233992
SNORA31,-0.6580184310305467,-1.146834580477589,0.4888161494470423,0.003326814826459907,0.0782741463850209
SNORA24,2.3276652591685503,1.8404636718349774,0.4872015873335729,0.0033311241175383167,0.07830551857412045
MIR4489,-2.1944131319872056,-2.680057271583867,0.48564413959666153,0.00036884786347251636,0.01887975009300036
SNORA81,0.12352220395431805,-0.35720576209442206,0.48072796604874013,0.00028830445747784925,0.01569403365088857
MIR647,-0.7829599907374449,-1.2635318588722237,0.4805718681347788,0.009065451085386422,0.13886111550890914
SNORD71,-0.20668331966977582,-0.6870689111030103,0.48038559143323445,0.017723085978444058,0.20320321275062253
MIR7109,-1.8466280489436298,-2.3266490828308664,0.4800210338872366,0.0024093007265765134,0.06405087590506811
HW120450,1.5458789306190854,1.0664015156452777,0.4794774149738077,0.03233181197847446,0.281288630293338
TRNA_Ile,-1.0665192198077325,-1.5443827966921748,0.47786357688444236,0.009721074610465444,0.14407402894273322
MIR6834,-1.7416814708133292,-2.213174893116325,0.4714934223029956,0.001708145562686997,0.051136675841255246
MIR4461,7.252336116872094,6.789902692718639,0.46243342415345445,0.025935493140317373,0.24930688052746433
MIR6758,-1.5208332094308674,-1.9823515917092631,0.4615183822783957,0.011292694187409117,0.15732050472466763
MIR4746,-2.13983761483486,-2.5978417541081305,0.45800413927327055,0.00063154749534173,0.02648466500505774
contactin 1,0.3153514903638311,-0.1390346407734284,0.45438613113725945,0.0036304088636542717,0.08287911950938542
L13711,1.268778567266919,0.8152164348835853,0.45356213238333365,0.013353036575870558,0.17360634958477034
MIR1972-1,-1.743282793826294,-2.191127076347056,0.447844282520762,0.0064756333597596315,0.11722605492608858
MIR4691,-1.747966627213661,-2.192699827658762,0.44473320044510123,0.0032934610408889265,0.0777755738538919
MIR1273D,-0.23068296182497633,-0.6743241663783097,0.4436412045533334,0.03493112379277948,0.2948762791376926
SNORA6,0.6353624518416608,0.193786328154904,0.44157612368675686,0.001972482715969983,0.05642324284375675
SNORD22,0.7069809086264226,0.2666453721225237,0.4403355365038989,0.010217812157390087,0.1489715504193883
MIR6887,-1.7975072492303943,-2.2364026404372965,0.43889539120690224,0.007507653491439664,0.12820781430467923
DQ589802,-2.5029906553185075,-2.9394832187176014,0.4364925633990939,0.004660046262850024,0.09608037936063192
SNORD10,0.989783686985078,0.5539461442000604,0.43583754278501763,0.0028662102908717517,0.07110813919609028
SNORA38B,-1.4561441718696582,-1.8853961281108356,0.4292519562411774,0.0022242194098026124,0.060716226027247536
SNORA7,-1.749953570710466,-2.1747676181757165,0.4248140474652504,0.0003722999227139696,0.01899344977614326
DQ582813,-2.6552963169855412,-3.079170821175796,0.42387450419025496,2.3848976463781204e-05,0.002916680605847538
DQ594696,-2.364797537552768,-2.784355366932941,0.41955782938017316,0.0070400614900939336,0.12360153463694497
MIR5047,6.701105970578745,6.294549892570998,0.4065560780077462,0.0028116116061327884,0.07031343794581849
MIR3908,-1.0952251532988857,-1.4984558609262506,0.4032307076273649,0.01159263644833596,0.1595926511944199
DL492700,-1.614424659912396,-2.017136480962476,0.40271182105007997,0.02104840802220946,0.22402038400189483
MIR3653,-1.7762508056640023,-2.1789120982712182,0.40266129260721595,0.003060759906543911,0.07438610591769906
DQ590011,-1.8698337055164862,-2.2720015282877766,0.4021678227712904,0.01632697194297753,0.19325422585283983
MIR6840,-1.4587001963871973,-1.859683179179408,0.4009829827922107,0.032584448448550525,0.28251882351764085
SNORD21,-1.1913878918809735,-1.5856280060700139,0.39424011418904037,0.023568476599946292,0.23673244809052427
DQ571333,-0.12377639910062199,-0.5163085129240009,0.39253211382337894,0.02013234995643936,0.21833405967187894
SNORA78,-1.3012612314282332,-1.6913065489086823,0.390045317480449,0.008204602130037224,0.13073569682168246
IGCH,-0.5756023455498476,-0.9608712889945269,0.3852689434446793,0.02521448362281747,0.2461964292096294
MIR566,-1.5078508415418888,-1.891892999748068,0.38404215820617926,0.01711624879922955,0.19860639819106018
SNORA15,-0.8207770237561153,-1.2018120742416065,0.38103505048549124,0.018281329354123667,0.2067619019842532
MIR6819,-2.275198796800343,-2.6525704730924535,0.37737167629211044,0.00657944419493297,0.11825946950493081
RNU6-16P,-2.2331890460612502,-2.6049615846010634,0.3717725385398132,0.0019954301440371232,0.05665956890129329
MIR3939,-2.3861827660949153,-2.7528956291514306,0.3667128630565153,0.0005492413331141235,0.02411427275471895
AK097370,2.41873773646428,2.0584022587950184,0.36033547766926155,0.0037089894245539794,0.08380524054821271
SNAR-G1,-1.6252066791314714,-1.9778202983446707,0.3526136192131992,0.009795206426462269,0.14479360457507565
JA611304,-2.6453267270772005,-2.997451244755028,0.3521245176778276,0.0003158977816107532,0.016810663843820513
SCARNA4,-1.003504837761661,-1.3544641440910343,0.3509593063293732,0.01517529344381963,0.18586723497757654
SNORA48,1.6982777753611222,1.3474379348267929,0.3508398405343294,0.026793455836219816,0.25359706052895575
PEG10,2.896021965795356,2.5460594108258108,0.3499625549695451,0.009723188151229979,0.14407402894273322
DQ580140,0.19859771233209422,-0.14948600680243468,0.3480837191345289,1.537803995939931e-05,0.0023186989609603873
MIR4668,-2.6046537833955616,-2.9506933842304446,0.34603960083488294,0.0011185742808639853,0.03810683794576921
NPY1R,3.343330932919925,2.9973237598332765,0.3460071730866483,0.030361299408041213,0.2710736205464831
MIR6832,-1.8430995329531736,-2.1880824752943973,0.3449829423412236,0.03168123410104586,0.2778747628669453
SNORD51,-2.2923203013453097,-2.636697248634101,0.3443769472887914,0.013592521324311468,0.1753168285310796
NPY5R,-1.1312523640193732,-1.473628177745336,0.3423758137259627,0.001365382344512718,0.04344590315812891
MIR6751,-2.328765525811285,-2.6670289014822077,0.3382633756709228,0.012743007691933247,0.16837026216246562
MIR29C,-1.1301777507961608,-1.4683525885701525,0.3381748377739917,1.5994196481592243e-05,0.0023186989609603873
DL490307,-2.8041371433449758,-3.142270236128683,0.3381330927837074,1.6794672445698173e-05,0.0024222783412919347
ATHL1,3.5961299216364297,3.260507036180998,0.33562288545543195,6.378996488710623e-05,0.0057792489935001926
PRSS21,0.3267614541462932,-0.004989591195527248,0.3317510453418204,0.003118532324761481,0.07512690648336165
VTRNA1-1,-1.9920038871026304,-2.3217033200732553,0.3296994329706249,0.019669033691147763,0.21533219486962094
PRAME,-0.5097002067459889,-0.8390830636476453,0.32938285690165636,0.026238156517437793,0.2507084129111936
MIR570,-2.269834242354971,-2.5988474353931665,0.32901319303819543,0.006815001854272551,0.12142286390320443
SNORD94,-1.175489803252208,-1.502233744222231,0.326743940970023,0.01795301557242608,0.20477451058497081
MIR6883,-1.9180447500219457,-2.2435545024023615,0.3255097523804158,0.03406947984207648,0.29064524470030145
AK298282,-1.0426637383249566,-1.367849647619236,0.3251859092942795,0.008223161333794743,0.13096381556634404
MYO15B,1.9485407196236355,1.6241516603662007,0.3243890592574348,1.3710582802377373e-09,7.49966661995267e-06
DQ579335,-2.6514188009644037,-2.974760522304074,0.3233417213396703,0.01399119080476996,0.17806293629787595
PABPC1L,1.5617936620758928,1.239019512922079,0.32277414915381386,6.604569510291503e-07,0.0003088636938411322
MIR7-1,-1.7938010717999333,-2.1127841789632003,0.31898310716326694,0.023019969173617535,0.2344451064034405
MST1P2,-0.32827340175929537,-0.640778756073647,0.3125053543143516,4.636219596627001e-08,5.503727609611245e-05
JA783813,-2.68405564958345,-2.9960151759237266,0.31195952634027657,0.003682900305283925,0.08349456348041116
SNORD42B,-2.42453997811337,-2.7349957823469193,0.31045580423354924,0.018251383622777145,0.20665038720360107
TRNA_Tyr,-2.153649275176174,-2.4585298381324194,0.30488056295624544,0.02357219057782505,0.23673244809052427
FJ873995,0.21266309914809267,0.526726013423401,-0.3140629142753083,0.0229066419058583,0.2339680147681525
KLK12,-2.107292746263776,-1.7922211671658113,-0.31507157909796457,0.004224418743231272,0.09022236441919491
KLK11,0.16193900564712221,0.5057122912156096,-0.34377328556848735,0.024209420343078294,0.24119553224309603
