gene,cluster_mean,other_mean,log2fc,pvalue,padj
SNORD22,0.0018204259432474418,0.38575394005444913,-0.3839335141112017,0.011561156190811423,0.106517936068476
SNORD50B,-1.5181544678634868,-1.1277634592335157,-0.3903910086299711,0.04091923926459796,0.2696354226946661
SNORD12B,-1.0340337481124957,-0.6314239205954495,-0.4026098275170462,0.021092819555280175,0.17150418218485844
MIR647,-1.543441096901987,-1.135365671455193,-0.408075425446794,0.012464217233011785,0.11302357449709319
MIR6875,-2.6553729533180497,-2.22365522976292,-0.4317177235551295,0.0013569376665135229,0.016277450865503258
MIR8075,1.6691384256581197,2.102672738481807,-0.43353431282368726,0.035469350876401406,0.24529722491600478
DQ590691,-0.3466785899209046,0.0996852190057326,-0.4463638089266372,0.03392360847731189,0.23867156955829305
MIR324,-1.8153392503447656,-1.3588791307872063,-0.4564601195575593,0.008282925234907083,0.08054583723232739
Mir_548,0.4882317475594182,0.9463092932016847,-0.45807754564226644,0.03672402104402178,0.2517181677823079
M87939,3.2234752440330023,3.6847133922888453,-0.461238148255843,0.02506642319614698,0.19456767386617932
MIR6848,-2.232296850613512,-1.7705840414600669,-0.46171280915344504,0.003924124038451142,0.04260221190530935
DL492700,-2.353105656564267,-1.88941757367915,-0.4636880828851171,0.0027317933974476305,0.03081754503370655
SNORD58C,-0.7132046594950922,-0.2361449128542041,-0.477059746640888,0.01318836978039422,0.11802233495850031
DL492006,3.018949784417756,3.5060194927584343,-0.4870697083406781,0.010733732710662426,0.10018042337907342
MIR1285-1,-0.8401721637644698,-0.3411366143718382,-0.4990355493926316,0.010664479435779056,0.09962444242897112
DQ598345,-0.25575057578779564,0.2512549072894141,-0.5070054830772097,0.03901988149537603,0.2618149222510394
SNORA27,-0.4995612034723979,0.008920684464957243,-0.5084818879373552,0.002060687762367273,0.02393794798098076
TRNA_Gly,-1.9308530351432618,-1.4180492046627389,-0.5128038304805229,0.0046092496128412016,0.049006024560917565
TLS/FUS-ERG,0.4260149690725709,0.9444084242228546,-0.5183934551502838,0.019635553240519115,0.16226274451636477
DQ595741,-2.68955022889069,-2.1425905743329947,-0.5469596545576954,0.0029706373317030764,0.03311257538570439
SNORD87,-0.24367486727628415,0.32076091473475743,-0.5644357820110416,0.014090292221857492,0.1246479992627204
SNORD58A,-2.480152690630723,-1.9078275660958237,-0.5723251245348995,0.0005313310617563268,0.006707375550555839
MIR4519,0.7737753062380084,1.364650366437116,-0.5908750601991075,0.030923729614864906,0.2235271462676359
SNORD34,-0.15152608199895093,0.4913432774142394,-0.6428693594131903,0.007934058183747527,0.07788953748135095
MIR564,0.661550543473077,1.3044951265011748,-0.6429445830280979,0.0006583333515913783,0.008216521996307274
SNORD38A,-1.1277579188904105,-0.46048156728558165,-0.6672763516048289,0.0011114228301823126,0.013500222610616716
DQ584698,3.104256614178946,3.7763173702727366,-0.6720607560937908,0.018903725225696836,0.1574273731250802
DQ578106,-1.5771391813872602,-0.84114843762882,-0.7359907437584402,0.0031340761590898394,0.03477112172908264
U7,-1.996947904762415,-1.2576975012872897,-0.7392504034751253,0.0008682876107630636,0.010702754435384168
JA611308,-2.167052925522484,-1.330753375391752,-0.836299550130732,5.9974496630523956e-05,0.0008048316689135313
MIR6727,1.0362493627165008,1.9095386920762667,-0.8732893293597659,0.00047265018375032477,0.0059886485720253586
MIR6759,1.070273556549801,2.2870822272047295,-1.2168086706549286,1.1573219738492019e-06,1.5961011046852376e-05
