Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,MicroRNAs in cancer,4/310,0.1821105328651191,0.821881307990668,0,0,1.8386232190718013,3.131435420512766,MIR324;MIR25;MIR29C;MIR7-1
KEGG_2021_Human,Regulation of lipolysis in adipocytes,1/55,0.3264529991230144,0.821881307990668,0,0,2.582550860719875,2.89108638956822,NPY1R
KEGG_2021_Human,RNA degradation,1/79,0.4333368373729312,0.821881307990668,0,0,1.7857529794149511,1.493317960767999,PABPC1L
KEGG_2021_Human,mRNA surveillance pathway,1/98,0.5058581400347897,0.821881307990668,0,0,1.4345869028604616,0.9776695464036133,PABPC1L
KEGG_2021_Human,Neuroactive ligand-receptor interaction,2/341,0.7034938250104974,0.821881307990668,0,0,0.816669804807632,0.2872196506657882,NPY5R;NPY1R
KEGG_2021_Human,RNA transport,1/186,0.7383917608628362,0.821881307990668,0,0,0.7488389798248953,0.2271084503888154,PABPC1L
KEGG_2021_Human,cAMP signaling pathway,1/216,0.7895199009115889,0.821881307990668,0,0,0.6433671798231247,0.152047119129817,NPY1R
KEGG_2021_Human,Chemical carcinogenesis,1/239,0.821881307990668,0.821881307990668,0,0,0.5805124866848148,0.1138729163672379,MIR29C
