gene,cluster_mean,other_mean,log2fc,pvalue,padj
MIR6739,-0.44781053010595956,-0.8746513329041596,0.4268408027982001,0.004332456514000625,0.04397279523335392
SNORD66,-1.5484644891469217,-1.9748206712210845,0.4263561820741628,0.0005841598545835584,0.007154799171318067
DQ582265,-1.2088083172080506,-1.6304009010324776,0.421592583824427,0.03275652581487295,0.21189971877552669
Y_RNA,0.5218147544821042,0.10200301928310916,0.41981173519899506,0.002316579173099117,0.025319127541679975
SNORD74,-0.43001703731983,-0.8441864627897028,0.4141694254698728,0.0074360956238193115,0.06942380261015821
SNORA6,0.49610697502094964,0.08210222982400292,0.41400474519694674,1.660529826355135e-05,0.0002246920345920703
MIR6840,-1.5624787761841459,-1.9764105005780737,0.4139317243939278,0.0010602922586062278,0.012508396074333369
SNORD110,-0.45531654913467945,-0.8678940710000168,0.41257752186533736,0.006735580945576308,0.06394761792839518
SNORD63,-1.107751206792705,-1.5134984028434568,0.40574719605075193,0.005075285396456678,0.05015968099956304
M87938,-1.298409753598428,-1.7041168506269722,0.40570709702854413,0.00010869800502336751,0.0014288602747215666
SNORD38A,-0.3324799805257545,-0.7334812843721616,0.40100130384640714,0.009971679198669845,0.08798624312948679
JA611306,-1.216569361515545,-1.6172913793472397,0.4007220178316946,0.013774331347716492,0.11331149708082877
MIR7111,-1.2194538494571565,-1.6138069953970477,0.39435314593989124,0.002171660876239147,0.023904533860599597
TRB@,3.9897020962787764,3.5958844875630924,0.39381760871568394,0.0013732038967929664,0.015850388285158903
JA429829,11.247302939622411,10.855878534503793,0.3914244051186184,5.473977730414551e-06,7.492431159611756e-05
MIR8086,1.6796843346148012,1.2903036204984542,0.389380714116347,0.014766435183117398,0.11915451553644928
DQ597999,-2.21641267566721,-2.6048745626669216,0.38846188699971185,0.00637352179580707,0.06113074898309049
MIR6807,-0.8840181917273602,-1.272406427766282,0.3883882360389219,0.0010815093637077523,0.012711647566961073
SNORD33,1.9569414939680747,1.574288858824246,0.38265263514382863,0.01660086615718032,0.12994819526791035
DQ594020,-1.994833289413457,-2.376790760750978,0.3819574713375209,0.0065459815339710264,0.06243563660260066
DQ593116,-0.0067545754071527625,-0.388321358326311,0.38156678291915824,0.001394597958981315,0.01607328827631004
MIR940,-0.004751240576631836,-0.3758465367742133,0.37109529619758147,0.007121072100978779,0.06707106817110467
SNORD50A,-0.7639198223664028,-1.1346562963042246,0.37073647393782183,0.011379113819225068,0.09778569312237835
TCRVB,1.6596514479658897,1.2896140082651677,0.370037439700722,0.040074615117016585,0.2411901878994377
MIR6727,1.9833698895715954,1.6155113241330394,0.367858565438556,0.052892966090863136,0.2868133166539864
MIR631,1.2137554573103524,0.8481083438138376,0.3656471134965148,0.03531706588990467,0.22250688685280826
L13714,0.6834947467207549,0.31876081899886416,0.3647339277218908,0.005687918204678959,0.05531115166585257
MIR635,2.9512451691472843,2.5867909906370494,0.36445417851023487,0.008395723268864862,0.07655361852097901
HTJA258,-2.0001127984028226,-2.361651773665096,0.3615389752622735,0.0018854570811245766,0.021069743956882714
MIR8075,2.241789722291554,1.8875239621911721,0.3542657601003818,0.023785657904968047,0.169061078080596
TRNA_Gly,-1.292722985536257,-1.6460509759763506,0.35332799044009366,0.010243537129625875,0.0901273584680452
MIR3135B,-2.0352593450087055,-2.386182117498897,0.35092277249019155,0.0014280697465400762,0.01642839087847911
MIR647,-0.9970450147158094,-1.3428583001721999,0.34581328545639045,0.005341930920768486,0.0524924221170071
MIR5094,-1.8999497795172684,-2.2443669726300777,0.3444171931128093,0.0014689468112014607,0.01685466294711267
MIR564,1.4022736636100879,1.058704867174085,0.3435687964360028,0.01669565001177994,0.13062388786149248
DL489966,-1.4062256324496947,-1.7440766145833801,0.3378509821336855,0.0220947334990218,0.16008308672472016
SNORD58A,-1.8022536207203421,-2.139135476074446,0.336881855354104,0.0073296466037905145,0.06864612438557616
SNORD104,7.210902206701967,6.880590495397662,0.33031171130430437,0.009528125145680048,0.08497127495562401
MIR7-1,-1.8762035741990726,-2.2057448410244627,0.3295412668253901,0.0004917683929570602,0.00608110234319698
SNORD58C,-0.11981635548846326,-0.4480773126867163,0.32826095719825304,0.024878234413362316,0.174594521411648
SNORD2,-1.4464538623386303,-1.7702862445097451,0.3238323821711149,0.014897229497730135,0.11989647677899364
MIR619,0.24590754049385327,-0.07641378605842171,0.32232132655227497,0.022443134529408208,0.16203680637431214
DQ571149,0.6915491470591476,0.3701450972598959,0.3214040497992517,0.012118384097454292,0.10277532337082192
SNORD50B,-1.00160501184097,-1.3220996708442194,0.32049465900324936,0.027258793619664032,0.1867575283176316
SNORA45,-1.0959581918335792,-1.4149866422781796,0.3190284504446004,0.001441170685673677,0.016566753524513235
RNU4ATAC,-0.05024512109977989,-0.3676875676419457,0.3174424465421658,0.007253558793976026,0.06812050051190732
MIR1914,-1.6308252499325828,-1.9425531486942855,0.3117278987617027,0.008644241074411248,0.07839860618944218
M87939,3.793292866898285,3.4824368790353066,0.3108559878629782,0.04703231087096141,0.2664185531798776
T-cell antigen receptor VJ junction a...,-1.0994610498073452,-1.405913084334537,0.30645203452719194,0.034588393568101006,0.21986361486463935
D28390,1.0937421134298129,1.5165851525970226,-0.4228430391672098,0.007407367097873779,0.06923203783996135
